Player,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Justise Winslow,43.0,21.5,21.5,1113.4125,353.625,140.125,339.75,40.15,28.625,91.0,27.2,44.75,70.125,63.837500000000006,45.5,174.5,220.0,111.25,62.5,38.375,17.125,99.25,888.625,1.75,0.0,26.75
Jusuf Nurkic,51.44444444444444,26.555555555555557,24.88888888888889,1245.1333333333334,634.3333333333334,250.11111111111111,498.1111111111111,49.400000000000006,8.333333333333334,28.555555555555557,14.800000000000002,125.77777777777777,187.44444444444446,67.57777777777778,129.55555555555554,313.1111111111111,442.6666666666667,116.88888888888889,109.88888888888889,46.111111111111114,59.22222222222222,163.55555555555554,1546.888888888889,16.444444444444443,0.1111111111111111,73.44444444444444
Juwan Howard,7.0,7.0,0.0,50.7,21.0,10.0,19.0,52.6,0.0,0.0,0.0,1.0,1.0,100.0,0.0,8.0,8.0,6.0,4.0,0.0,0.0,9.0,36.0,0.0,0.0,-13.0
Juwan Morgan,17.333333333333332,12.333333333333334,5.0,104.2,25.333333333333332,10.333333333333334,19.666666666666668,57.03333333333334,2.6666666666666665,7.666666666666667,39.43333333333333,2.0,3.6666666666666665,39.300000000000004,7.0,13.333333333333334,20.333333333333332,5.333333333333333,3.3333333333333335,1.6666666666666667,1.0,14.333333333333334,62.333333333333336,0.0,0.0,-31.333333333333332
KJ Martin,68.66666666666667,17.333333333333332,51.333333333333336,1672.033333333333,718.0,283.6666666666667,520.3333333333334,53.699999999999996,54.333333333333336,160.0,34.56666666666667,96.33333333333333,143.0,67.60000000000001,93.0,237.33333333333334,330.3333333333333,90.66666666666667,63.0,35.0,37.0,116.33333333333333,1403.3333333333333,3.6666666666666665,0.0,-296.3333333333333
KJ McDaniels,49.333333333333336,21.333333333333332,28.0,697.5666666666666,260.6666666666667,92.66666666666667,225.0,41.833333333333336,23.333333333333332,80.33333333333333,29.0,52.0,67.0,79.8,32.0,76.0,108.0,31.666666666666668,50.333333333333336,23.333333333333332,31.333333333333332,68.33333333333333,551.3333333333334,0.3333333333333333,0.0,-76.33333333333333
KZ Okpala,24.5,14.25,10.25,241.275,55.5,21.25,52.0,45.775,7.0,24.5,22.975,6.0,9.0,65.875,10.0,27.0,37.0,11.75,7.0,5.75,6.5,31.25,147.25,0.0,0.0,-21.75
Kadeem Allen,15.666666666666666,5.0,10.666666666666666,213.23333333333335,86.0,30.0,69.0,38.86666666666667,7.333333333333333,21.0,26.166666666666668,18.666666666666668,24.666666666666668,73.06666666666666,4.666666666666667,19.0,23.666666666666668,36.333333333333336,14.333333333333334,8.0,2.6666666666666665,22.666666666666668,186.33333333333334,0.0,0.0,-26.0
Kai Jones,33.5,13.5,20.0,306.15000000000003,89.5,38.0,67.0,60.05,2.5,10.5,35.55,11.0,17.0,55.3,20.0,47.0,67.0,9.5,18.5,9.0,16.0,36.5,240.5,0.5,0.0,-23.0
Kalin Lucas,1.0,0.0,1.0,5.55,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,50.0,0.0,1.5,1.5,0.5,0.0,0.5,0.0,1.0,5.0,0.0,0.0,-5.0
Karim Mane,10.0,2.0,8.0,88.3,11.0,3.0,13.0,23.1,1.0,2.0,50.0,4.0,5.0,80.0,1.0,13.0,14.0,4.0,3.0,0.0,2.0,10.0,37.0,0.0,0.0,-22.0
Karl-Anthony Towns,63.875,28.625,35.25,2178.5125,1471.5,542.75,1032.25,52.0625,104.875,265.625,38.800000000000004,281.125,336.75,83.6,187.0,525.625,712.625,203.25,172.0,51.125,85.0,218.0,2867.75,42.75,0.25,72.625
Kawhi Leonard,56.4,41.3,15.1,1823.78,1181.7,423.3,854.7,49.44,92.8,239.2,38.019999999999996,242.3,281.1,84.95,64.9,305.1,370.0,180.6,97.7,100.0,37.1,98.4,2210.3,8.8,0.1,377.5
Kay Felder,29.0,15.5,13.5,262.65,111.5,41.5,114.0,34.6,5.5,20.5,26.450000000000003,23.0,30.5,81.55000000000001,3.0,26.5,29.5,39.0,23.0,10.5,4.0,24.5,226.0,0.0,0.0,-50.5
Keegan Murray,80.0,47.0,33.0,2381.7,976.0,354.0,782.0,45.3,206.0,501.0,41.1,62.0,81.0,76.5,89.0,282.0,371.0,98.0,60.0,61.0,42.0,162.0,1817.0,4.0,0.0,99.0
Keifer Sykes,32.0,6.0,26.0,566.4,180.0,69.0,190.0,36.3,27.0,90.0,30.0,15.0,17.0,88.2,8.0,37.0,45.0,62.0,33.0,12.0,4.0,51.0,342.0,0.0,0.0,-69.0
Keita Bates-Diop,46.0,14.8,31.2,780.3,300.0,112.4,234.2,46.46,25.0,73.8,31.54,50.2,67.0,71.53999999999999,35.4,112.0,147.4,40.6,27.8,24.2,15.4,41.4,628.8,0.2,0.0,-104.8
Keith Appling,5.0,0.0,5.0,26.9,6.0,2.0,8.0,25.0,0.0,3.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,5.0,9.0,0.0,0.0,14.0
Keith Bogans,40.0,22.5,17.5,731.6,161.5,55.5,145.0,44.0,43.5,125.5,42.15,7.0,10.0,82.35,8.0,53.5,61.5,39.5,25.0,14.5,2.0,55.0,319.0,0.0,0.0,-20.0
Kelan Martin,32.0,14.0,18.0,422.40000000000003,175.0,67.66666666666667,163.33333333333334,41.666666666666664,23.666666666666668,77.0,31.766666666666666,16.0,18.0,85.33333333333333,15.666666666666666,60.666666666666664,76.33333333333333,20.333333333333332,16.666666666666668,10.0,9.333333333333334,40.666666666666664,338.6666666666667,0.0,0.0,6.333333333333333
Keldon Johnson,56.0,22.5,33.5,1680.85,924.5,341.25,729.5,49.825,91.5,252.25,41.225,150.5,200.25,76.0,59.75,251.25,311.0,119.25,79.25,39.5,12.75,110.75,1554.0,5.0,0.0,-130.25
Keljin Blevins,24.0,7.5,16.5,212.14999999999998,53.5,19.5,65.5,27.8,11.5,40.0,27.1,3.0,5.5,27.25,9.5,18.0,27.5,11.5,11.0,7.5,0.5,18.5,117.0,0.0,0.0,-122.5
Kelly Olynyk,67.8,32.7,35.1,1535.0,699.3,250.2,523.2,47.61,82.7,224.7,36.7,116.2,146.4,78.86,80.5,270.2,350.7,150.0,105.8,52.5,32.1,192.7,1493.2,4.5,0.0,70.0
Kelly Oubre Jr.,65.875,30.75,35.125,1701.225,842.625,302.875,698.25,43.225,101.25,307.25,32.45,135.625,180.625,73.6,63.625,226.75,290.375,67.25,70.125,64.625,31.125,169.125,1509.125,2.875,0.0,-124.625
Kemba Walker,62.18181818181818,28.90909090909091,33.27272727272727,2092.518181818182,1244.2727272727273,428.90909090909093,1017.0,41.872727272727275,145.54545454545453,401.45454545454544,34.79090909090909,240.9090909090909,285.54545454545456,84.38181818181819,35.27272727272727,200.8181818181818,236.0909090909091,331.72727272727275,132.27272727272728,78.45454545454545,23.818181818181817,93.81818181818181,2199.818181818182,4.090909090909091,0.18181818181818182,27.545454545454547
Kendall Brown,6.0,1.0,5.0,40.3,9.0,4.0,7.0,57.1,0.0,1.0,0.0,1.0,2.0,50.0,2.0,4.0,6.0,3.0,2.0,4.0,0.0,9.0,31.0,0.0,0.0,4.0
Kendall Marshall,40.0,10.5,29.5,770.775,200.5,78.75,197.25,39.9,32.0,86.5,35.8,11.0,18.0,67.0,5.75,57.5,63.25,194.75,71.25,26.75,2.5,45.0,585.25,3.75,0.0,-103.75
Kendrick Nunn,64.33333333333333,34.333333333333336,30.0,1525.3666666666668,778.6666666666666,303.6666666666667,674.0,44.93333333333334,112.66666666666667,311.3333333333333,36.166666666666664,58.666666666666664,67.0,87.89999999999999,19.0,137.0,156.0,152.66666666666666,86.66666666666667,45.333333333333336,12.0,108.66666666666667,1280.3333333333333,0.0,0.0,0.0
Kendrick Perkins,49.2,31.4,17.8,973.14,176.2,74.6,162.0,47.8,0.0,0.6,0.0,27.0,49.8,52.17999999999999,61.6,182.4,244.0,52.4,67.2,19.4,33.6,126.2,639.6,0.0,0.0,79.0
Kennedy Chandler,36.0,22.0,14.0,281.5,78.0,35.0,83.0,42.2,2.0,15.0,13.3,6.0,13.0,46.2,9.0,29.0,38.0,58.0,18.0,12.0,5.0,15.0,244.0,0.0,0.0,-41.0
Kenneth Faried,61.714285714285715,30.428571428571427,31.285714285714285,1527.2857142857142,708.4285714285714,287.0,528.5714285714286,54.471428571428575,1.4285714285714286,6.428571428571429,13.5,133.0,203.71428571428572,65.88571428571429,189.0,315.57142857142856,504.57142857142856,62.0,81.71428571428571,45.285714285714285,49.285714285714285,152.0,1609.0,19.0,0.0,-17.857142857142858
Kenneth Lofton Jr.,24.0,15.0,9.0,176.0,120.0,49.0,93.0,52.7,6.0,17.0,35.3,16.0,27.0,59.3,19.0,32.0,51.0,20.0,12.0,5.0,2.0,28.0,220.0,1.0,0.0,-48.0
Kenrich Williams,50.6,18.6,32.0,1123.1,345.8,140.4,300.0,44.839999999999996,44.0,125.0,34.94,21.0,40.4,51.64000000000001,72.4,159.4,231.8,101.0,42.4,43.2,16.2,103.8,911.4,0.6,0.0,-38.6
Kent Bazemore,65.7,33.1,32.6,1354.5700000000002,541.4,192.9,466.8,40.46,69.4,194.7,35.260000000000005,86.2,119.0,70.91,23.7,183.5,207.2,115.4,90.5,65.8,30.9,133.8,1162.7,0.3,0.0,-81.5
Kentavious Caldwell-Pope,75.9,37.7,38.2,2235.35,873.3,311.8,734.8,42.67,129.5,354.4,36.61,120.2,147.7,81.2,45.8,189.8,235.6,133.3,78.6,86.0,18.9,139.9,1592.1,0.9,0.0,38.5
Kenyon Martin,20.333333333333332,11.0,9.333333333333334,389.4666666666667,95.33333333333333,42.666666666666664,79.33333333333333,50.76666666666667,0.0,0.3333333333333333,0.0,10.0,20.333333333333332,66.8,25.333333333333332,57.333333333333336,82.66666666666667,21.0,15.0,15.333333333333334,16.666666666666668,54.0,307.0,0.3333333333333333,0.0,27.0
Keon Ellis,16.0,7.0,9.0,70.9,24.0,7.0,16.0,43.8,6.0,12.0,50.0,4.0,7.0,57.1,4.0,4.0,8.0,6.0,1.0,5.0,1.0,10.0,60.0,0.0,0.0,-21.0
Keon Johnson,38.5,10.5,28.0,556.3,228.0,81.5,225.0,36.45,31.0,90.5,34.3,34.0,46.0,73.15,17.5,45.0,62.5,67.5,44.5,23.5,9.0,56.0,457.0,0.0,0.0,-220.0
Kessler Edwards,42.0,19.5,22.5,686.5,192.0,73.0,180.0,39.95,32.5,95.5,33.099999999999994,13.5,17.0,78.75,33.5,83.0,116.5,27.0,27.5,21.5,15.0,62.5,454.5,0.5,0.0,-27.5
Kevin Durant,60.6,43.5,17.1,2170.37,1691.4,580.3,1118.0,52.17,130.1,329.7,39.81,400.7,449.9,88.9,32.7,411.9,444.6,319.4,192.6,59.3,74.0,118.1,2911.4,16.7,1.7,456.6
Kevin Garnett,51.75,24.25,27.5,1159.75,450.25,194.0,406.75,46.85,0.75,6.75,6.7,61.5,78.5,76.55,49.5,287.75,337.25,95.0,60.25,48.75,32.25,114.0,1180.5,6.25,0.0,29.0
Kevin Hervey,10.0,3.0,7.0,52.1,17.0,7.0,27.0,25.9,3.0,20.0,15.0,0.0,0.0,0.0,1.0,11.0,12.0,5.0,0.0,1.0,1.0,4.0,45.0,0.0,0.0,-34.0
Kevin Huerter,69.8,34.0,35.8,2065.2400000000002,853.0,321.6,724.8,44.06,153.6,398.8,38.38,56.2,73.4,77.47999999999999,41.4,200.4,241.8,218.4,92.6,66.6,24.0,165.0,1650.0,1.4,0.0,20.0
Kevin Jones,32.0,5.0,27.0,334.0,95.0,43.0,107.0,40.2,0.0,0.0,0.0,9.0,15.0,60.0,38.0,40.0,78.0,10.0,8.0,9.0,5.0,25.0,238.0,1.0,0.0,55.0
Kevin Knox II,55.0,18.4,36.6,992.5200000000001,410.6,144.2,375.0,38.88,61.0,178.4,33.8,61.2,85.8,73.28,29.4,130.8,160.2,41.0,46.6,21.2,14.4,86.4,724.6,1.0,0.0,-229.2
Kevin Love,55.0,30.09090909090909,24.90909090909091,1619.1454545454544,924.0909090909091,301.09090909090907,699.1818181818181,41.90909090909091,121.45454545454545,328.45454545454544,35.76363636363636,200.45454545454547,240.36363636363637,83.64545454545454,98.0,431.72727272727275,529.7272727272727,138.1818181818182,99.9090909090909,34.0,20.454545454545453,98.36363636363636,1830.4545454545455,25.90909090909091,0.2727272727272727,127.81818181818181
Kevin Martin,59.75,31.0,28.75,1677.65,917.0,303.25,711.25,41.975,99.25,248.75,39.15,211.25,237.75,88.8,24.5,133.75,158.25,93.5,84.25,49.25,4.5,105.0,1324.25,0.25,0.0,60.0
Kevin Murphy,17.0,11.0,6.0,52.4,15.0,7.0,28.0,25.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,1.0,0.0,4.0,23.0,0.0,0.0,-45.0
Kevin Pangos,24.0,16.0,8.0,166.0,39.0,15.0,46.0,32.6,6.0,26.0,23.1,3.0,4.0,75.0,2.0,9.0,11.0,30.0,7.0,3.0,0.0,11.0,99.0,0.0,0.0,-35.0
Kevin Porter Jr.,49.0,13.25,35.75,1482.075,752.0,267.0,620.0,43.1,99.75,279.25,34.675,118.25,163.0,72.075,40.25,170.25,210.5,246.75,141.0,54.0,15.25,127.0,1441.5,5.75,0.5,-284.25
Kevin Seraphin,61.6,27.0,34.6,924.0200000000001,381.8,173.0,357.8,48.8,0.0,1.2,0.0,35.8,49.2,74.66,63.8,142.2,206.0,40.6,68.2,10.4,40.0,128.8,773.0,1.0,0.0,-119.0
Kevon Harris,34.0,12.0,22.0,457.0,141.0,47.0,107.0,43.9,16.0,43.0,37.2,31.0,41.0,75.6,28.0,42.0,70.0,16.0,21.0,17.0,5.0,53.0,294.0,0.0,0.0,0.0
Kevon Looney,56.125,35.75,20.375,996.4,287.375,122.0,209.75,55.1875,1.25,7.375,16.6,42.125,69.5,54.8,119.0,194.75,313.75,88.125,32.625,28.75,32.0,124.0,945.75,2.5,0.0,93.125
Keyon Dooling,7.0,6.0,1.0,81.7,31.0,10.0,21.0,47.6,5.0,12.0,41.7,6.0,7.0,85.7,0.0,1.0,1.0,8.0,5.0,1.0,0.0,8.0,42.0,0.0,0.0,-20.0
Khem Birch,47.0,20.833333333333332,26.166666666666668,804.25,233.66666666666666,89.5,172.0,53.81666666666666,2.3333333333333335,11.666666666666666,12.5,52.333333333333336,75.0,71.53333333333333,90.66666666666667,116.16666666666667,206.83333333333334,45.666666666666664,25.5,22.666666666666668,25.666666666666668,76.66666666666667,670.0,1.6666666666666667,0.0,-29.166666666666668
Khris Middleton,62.18181818181818,34.18181818181818,28.0,1953.9636363636366,1057.5454545454545,382.8181818181818,837.0,45.45454545454545,115.18181818181819,296.72727272727275,38.31818181818182,176.72727272727272,200.45454545454547,87.80909090909091,39.0,261.54545454545456,300.54545454545456,238.54545454545453,130.27272727272728,74.27272727272727,11.636363636363637,157.63636363636363,1903.5454545454545,3.5454545454545454,0.09090909090909091,172.1818181818182
Khyri Thomas,13.0,5.333333333333333,7.666666666666667,136.53333333333333,53.333333333333336,19.666666666666668,50.666666666666664,36.6,8.0,25.333333333333332,32.53333333333333,6.0,8.0,71.2,4.0,9.0,13.0,12.0,4.333333333333333,6.333333333333333,3.6666666666666665,13.0,112.66666666666667,0.0,0.0,-18.666666666666668
Killian Hayes,56.0,14.333333333333334,41.666666666666664,1490.2666666666667,471.6666666666667,184.66666666666666,491.6666666666667,37.1,48.0,175.0,27.366666666666664,54.333333333333336,67.66666666666667,80.5,23.333333333333332,143.33333333333334,166.66666666666666,295.0,122.33333333333333,69.66666666666667,24.333333333333332,153.0,1274.0,2.6666666666666665,0.0,-332.3333333333333
Killian Tillie,27.0,19.0,8.0,321.20000000000005,87.5,31.0,92.0,33.599999999999994,18.5,59.5,30.85,7.0,9.5,72.15,13.5,28.5,42.0,15.0,7.5,14.0,11.5,39.0,229.5,0.0,0.0,34.5
Kim English,41.0,13.0,28.0,406.6,119.0,42.0,112.0,37.5,14.0,50.0,28.0,21.0,29.0,72.4,8.0,29.0,37.0,26.0,19.0,16.0,3.0,46.0,240.0,0.0,0.0,-57.0
Kira Lewis Jr.,34.333333333333336,13.333333333333334,21.0,493.43333333333334,199.33333333333334,76.33333333333333,190.33333333333334,41.5,22.666666666666668,70.66666666666667,33.266666666666666,24.0,28.333333333333332,84.66666666666667,8.666666666666666,39.0,47.666666666666664,65.33333333333333,23.333333333333332,19.666666666666668,4.333333333333333,43.0,403.0,0.0,0.0,-7.333333333333333
Kirk Hinrich,61.25,36.5,24.75,1530.45,409.75,148.25,387.75,38.075,59.5,163.5,36.825,53.75,72.25,77.8,18.75,116.5,135.25,205.25,80.5,51.0,16.75,150.75,1002.75,0.5,0.0,73.75
Klay Thompson,72.22222222222223,51.55555555555556,20.666666666666668,2438.8888888888887,1481.111111111111,554.0,1214.3333333333333,45.422222222222224,233.55555555555554,561.0,41.5,139.55555555555554,164.0,85.27777777777777,33.666666666666664,230.77777777777777,264.44444444444446,170.44444444444446,124.0,64.11111111111111,39.77777777777778,149.11111111111111,2241.777777777778,0.6666666666666666,0.0,448.0
Kobe Bryant,46.25,16.75,29.5,1565.025,1039.75,358.25,873.5,40.474999999999994,80.5,268.5,27.25,242.75,292.25,83.375,33.75,192.5,226.25,222.0,144.5,55.5,11.5,90.5,1700.5,5.5,1.0,-189.0
Kobi Simmons,12.666666666666666,2.3333333333333335,10.333333333333334,224.23333333333335,67.0,27.0,65.0,19.666666666666668,4.0,14.666666666666666,16.066666666666666,9.0,9.0,66.66666666666667,5.0,13.0,18.0,24.333333333333332,15.0,6.0,2.3333333333333335,20.333333333333332,135.0,0.0,0.0,-76.33333333333333
Kosta Koufos,72.0,37.42857142857143,34.57142857142857,1329.8857142857144,459.0,207.28571428571428,386.14285714285717,53.07142857142857,0.0,0.2857142857142857,0.0,44.42857142857143,78.0,55.34285714285714,140.0,271.57142857142856,411.57142857142856,44.42857142857143,53.42857142857143,34.714285714285715,57.857142857142854,163.85714285714286,1243.7142857142858,3.5714285714285716,0.0,-29.142857142857142
Kostas Antetokounmpo,7.333333333333333,3.3333333333333335,4.0,28.833333333333332,7.0,2.0,5.333333333333333,43.333333333333336,0.0,0.0,0.0,3.0,6.333333333333333,48.73333333333333,2.0,5.666666666666667,7.666666666666667,1.0,4.333333333333333,1.3333333333333333,1.3333333333333333,3.3333333333333335,21.333333333333332,0.0,0.0,12.333333333333334
Kostas Papanikolaou,34.5,18.5,16.0,544.7,124.5,46.5,131.5,35.7,20.5,69.0,30.25,11.0,16.0,68.25,23.5,55.5,79.0,50.5,38.0,21.0,9.0,47.5,347.0,0.0,0.0,-23.0
Kris Dunn,38.142857142857146,13.142857142857142,25.0,923.5714285714286,326.42857142857144,133.14285714285714,308.14285714285717,38.94285714285714,20.714285714285715,66.28571428571429,25.5,39.42857142857143,53.0,76.47142857142856,15.428571428571429,115.28571428571429,130.71428571428572,164.71428571428572,68.71428571428571,57.285714285714285,16.571428571428573,111.71428571428571,883.1428571428571,1.4285714285714286,0.0,-120.71428571428571
Kris Humphries,61.4,31.0,30.4,1087.06,412.6,157.8,345.2,44.78,10.6,34.6,13.34,86.4,110.0,78.47999999999999,97.6,225.2,322.8,44.2,46.6,22.4,32.6,111.2,984.8,3.6,0.0,-105.2
Kris Joseph,10.0,7.0,3.0,53.9,9.0,2.0,14.0,14.3,0.0,3.0,0.0,5.0,8.0,62.5,1.0,6.0,7.0,1.0,2.0,3.0,0.0,3.0,26.0,0.0,0.0,-6.0
Kristaps Porzingis,57.42857142857143,26.714285714285715,30.714285714285715,1786.3714285714286,1125.142857142857,398.2857142857143,880.0,45.285714285714285,105.28571428571429,293.42857142857144,35.82857142857143,223.28571428571428,270.0,82.7,100.42857142857143,356.0,456.42857142857144,101.57142857142857,99.0,41.714285714285715,105.0,174.71428571428572,2166.4285714285716,16.285714285714285,0.0,45.0
Kurt Thomas,39.0,20.0,19.0,392.4,97.0,45.0,83.0,54.2,1.0,1.0,100.0,6.0,13.0,46.2,24.0,65.0,89.0,21.0,8.0,10.0,16.0,52.0,305.0,0.0,0.0,-22.0
Kwame Brown,22.0,7.0,15.0,269.5,41.0,17.0,37.0,45.9,0.0,0.0,0.0,7.0,19.0,36.8,23.0,51.0,74.0,9.0,8.0,6.0,10.0,37.0,183.0,0.0,0.0,-40.0
Ky Bowman,45.0,9.0,36.0,1015.2,335.0,134.0,321.0,41.7,33.0,107.0,30.8,34.0,41.0,82.9,24.0,97.0,121.0,131.0,70.0,44.0,10.0,102.0,769.0,0.0,0.0,-174.0
Kyle Alexander,2.0,0.0,2.0,13.4,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,-3.0
Kyle Anderson,63.77777777777778,38.77777777777778,25.0,1393.4111111111113,445.8888888888889,174.33333333333334,362.22222222222223,46.97777777777778,28.333333333333332,82.11111111111111,32.8,68.88888888888889,96.33333333333333,69.91111111111111,48.888888888888886,238.66666666666666,287.55555555555554,166.88888888888889,65.11111111111111,65.33333333333333,40.111111111111114,99.88888888888889,1292.3333333333333,2.6666666666666665,0.4444444444444444,59.44444444444444
Kyle Collinsworth,32.0,9.0,23.0,479.6,101.0,38.0,99.0,38.4,4.0,17.0,23.5,21.0,40.0,52.5,32.0,75.0,107.0,56.0,24.0,17.0,9.0,44.0,367.0,1.0,0.0,-29.0
Kyle Guy,17.666666666666668,9.333333333333334,8.333333333333334,143.5,55.0,19.0,52.666666666666664,37.666666666666664,9.0,29.666666666666668,21.099999999999998,8.0,10.666666666666666,48.9,3.0,14.666666666666666,17.666666666666668,16.666666666666668,8.0,4.333333333333333,0.3333333333333333,11.0,107.33333333333333,0.0,0.0,-24.666666666666668
Kyle Korver,71.0,42.5,28.5,1888.325,705.75,239.25,525.25,45.325,164.5,371.5,44.0125,62.75,71.5,87.325,14.25,207.5,221.75,132.625,76.0,46.0,26.25,129.875,1311.5,0.125,0.0,228.0
Kyle Kuzma,67.66666666666667,35.166666666666664,32.5,2106.35,1115.5,420.8333333333333,938.1666666666666,44.75,133.0,394.0,33.666666666666664,140.83333333333334,194.33333333333334,72.11666666666666,72.16666666666667,357.6666666666667,429.8333333333333,166.33333333333334,139.33333333333334,38.5,35.5,141.66666666666666,1963.5,12.333333333333334,0.3333333333333333,-45.666666666666664
Kyle Lowry,65.36363636363636,39.63636363636363,25.727272727272727,2242.309090909091,1090.8181818181818,349.8181818181818,823.2727272727273,42.372727272727275,160.8181818181818,429.3636363636364,37.23636363636364,230.36363636363637,278.09090909090907,83.38181818181819,50.09090909090909,264.54545454545456,314.6363636363636,457.45454545454544,169.27272727272728,90.63636363636364,21.181818181818183,189.9090909090909,2320.7272727272725,13.636363636363637,1.7272727272727273,250.1818181818182
Kyle O'Quinn,59.0,21.75,37.25,839.1624999999999,321.0,135.625,262.375,51.0875,3.875,17.75,15.0125,45.875,62.0,72.45,78.5,192.25,270.75,80.375,57.25,23.625,56.625,120.0,950.0,3.125,0.0,-61.625
Kyle Singler,59.333333333333336,26.166666666666668,33.166666666666664,1299.1666666666667,387.6666666666667,140.5,335.8333333333333,39.88333333333333,49.833333333333336,137.66666666666666,33.800000000000004,56.833333333333336,72.33333333333333,72.71666666666667,52.833333333333336,118.16666666666667,171.0,45.333333333333336,46.333333333333336,33.833333333333336,18.333333333333332,122.33333333333333,771.0,0.3333333333333333,0.0,-82.66666666666667
Kyle Wiltjer,14.0,12.0,2.0,43.9,13.0,4.0,14.0,28.6,4.0,13.0,30.8,1.0,2.0,50.0,4.0,6.0,10.0,2.0,5.0,3.0,1.0,4.0,35.0,0.0,0.0,-38.0
Kyrie Irving,56.36363636363637,31.90909090909091,24.454545454545453,1953.3636363636363,1342.5454545454545,493.45454545454544,1044.5454545454545,47.23636363636364,135.0909090909091,345.45454545454544,38.981818181818184,220.54545454545453,249.0909090909091,89.04545454545455,44.54545454545455,178.36363636363637,222.9090909090909,323.6363636363636,142.27272727272728,75.27272727272727,24.181818181818183,131.54545454545453,2251.4545454545455,6.0,0.2727272727272727,156.45454545454547
LaMarcus Aldridge,64.2,39.6,24.6,2107.0,1282.0,513.9,1046.3,49.43,20.8,62.3,27.18,233.4,279.4,84.03,155.8,390.5,546.3,130.9,98.5,40.4,75.6,136.1,2383.4,23.7,0.0,168.9
LaMelo Ball,54.0,25.0,29.0,1719.5,1049.6666666666667,375.6666666666667,882.3333333333334,42.53333333333333,152.0,403.0,37.233333333333334,146.33333333333334,176.33333333333334,82.43333333333334,71.0,273.6666666666667,344.6666666666667,396.0,173.0,82.0,19.666666666666668,163.66666666666666,2189.3333333333335,15.666666666666666,3.0,-45.0
Lamar Odom,82.0,56.0,26.0,1616.0,330.0,146.0,366.0,39.9,18.0,90.0,20.0,20.0,42.0,47.6,117.0,363.0,480.0,142.0,86.0,69.0,58.0,214.0,1414.0,0.0,0.0,295.0
Lamar Patterson,20.0,12.0,8.0,217.64999999999998,46.5,15.5,47.5,27.5,6.5,27.5,20.6,9.0,12.5,69.7,2.5,26.0,28.5,22.5,13.5,5.0,1.0,25.5,119.0,0.0,0.0,23.0
Lamar Stevens,55.0,29.0,26.0,878.0666666666666,292.0,115.66666666666667,247.66666666666666,46.43333333333334,17.333333333333332,61.666666666666664,25.099999999999998,43.333333333333336,61.0,71.13333333333334,39.666666666666664,116.0,155.66666666666666,34.0,30.333333333333332,25.0,16.666666666666668,79.33333333333333,624.6666666666666,0.6666666666666666,0.0,-49.666666666666664
Lance Stephenson,62.5,32.25,30.25,1515.5,574.375,228.125,509.5,44.575,46.125,144.25,31.225,72.0,103.25,69.0375,41.375,231.125,272.5,194.25,107.0,41.5,8.875,130.25,1236.75,4.0,0.625,7.75
Lance Thomas,44.625,14.75,29.875,836.7874999999999,235.5,86.375,208.75,38.75,20.625,54.0,26.975,42.125,53.125,77.95,30.5,81.375,111.875,31.75,30.375,17.25,6.0,75.625,457.0,0.125,0.0,-133.75
Landry Fields,35.666666666666664,17.0,18.666666666666668,525.1333333333333,118.0,49.666666666666664,110.33333333333333,44.93333333333334,1.0,7.0,21.433333333333334,17.666666666666668,27.0,70.36666666666666,28.0,69.66666666666667,97.66666666666667,31.666666666666668,20.333333333333332,17.666666666666668,3.6666666666666665,32.333333333333336,326.6666666666667,0.6666666666666666,0.0,-47.666666666666664
Landry Shamet,60.4,39.2,21.2,1380.16,540.0,177.6,437.8,40.28,121.0,311.6,38.58,63.8,75.8,84.58,13.0,94.8,107.8,103.2,42.4,28.4,8.8,108.6,893.4,0.0,0.0,83.4
Langston Galloway,56.5,24.375,32.125,1230.0375000000001,457.0,163.0,410.75,38.075,79.875,217.25,34.1625,51.125,62.625,72.8,26.5,111.75,138.25,91.5,33.625,38.0,8.0,88.0,864.5,0.125,0.0,-55.375
Larry Drew II,11.0,5.0,6.0,144.55,31.5,13.5,41.0,31.85,3.5,17.5,24.349999999999998,1.0,1.5,33.35,2.0,7.0,9.0,27.5,14.0,3.0,0.0,9.5,79.0,0.0,0.0,-43.0
Larry Nance Jr.,57.625,20.625,37.0,1363.4875,456.375,188.625,351.0,53.6,22.5,67.625,28.2,56.625,82.125,68.5625,111.0,255.375,366.375,108.25,54.875,67.5,29.5,127.125,1294.375,7.375,0.0,-87.625
Larry Sanders,31.5,12.75,18.75,780.0250000000001,268.5,117.25,235.75,43.125,0.0,0.75,0.0,34.0,60.25,64.775,88.5,163.25,251.75,31.25,35.75,24.5,70.25,104.0,866.25,7.0,0.25,-41.5
